TIME_STAMPING,PACKET_COUNT,GNSS_SPEED,GNSS_LATITUDE,GNSS_LONGITUDE,GNSS_ALTITUDE,GNSS_SATS,VOLTAGE,VIBRATION,EULERX,EULERY,EULERZ ,ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,BNO_TEMPERATURE,MAGNETOMETER_X,MAGNETOMETER_Y,MAGNETOMETER_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,ALTITUDE,TEMPERATURE,PRESSURE,CM_ECHO,Unnamed: 32
1702453627.4005983,0,0.0,0.0,0.0,0.0,0,16.39,0,357.94,-13.81,19.69,357.94,-13.81,19.69,-1.44,-0.88,12.69,27.0,-51.38,-57.0,-70.56,-2.36,-3.23,8.86,357.94,-13.81,19.69,223.44,28.37,986.7,time,
1702453629.5045736,0,0.0,0.0,0.0,0.0,0,16.37,0,359.38,-11.75,17.5,359.38,-11.75,17.5,0.31,-1.25,5.25,27.0,-54.0,-59.19,-70.25,-1.98,-2.91,9.11,359.38,-11.75,17.5,223.65,28.38,986.67,time,
1702453631.700314,0,0.0,0.0,0.0,0.0,0,16.39,0,0.25,-8.94,32.19,0.25,-8.94,32.19,0.12,4.75,-3.69,27.0,-59.5,-40.38,-71.75,-1.46,-5.02,8.01,0.25,-8.94,32.19,223.52,28.38,986.69,time,
1702453631.9803245,0,0.0,0.0,0.0,0.0,0,16.39,0,351.19,-1.81,-4.44,351.19,-1.81,-4.44,58.0,31.31,146.81,27.0,-71.56,-3.69,-55.19,-1.64,-7.18,5.25,351.19,-1.81,-4.44,223.64,28.39,986.67,time,
1702453634.3607297,1,0.0,0.0,0.0,0.0,0,16.39,0,311.06,-7.12,-28.19,311.06,-7.12,-28.19,30.88,35.81,78.62,27.0,-17.88,-6.38,-40.69,-7.77,-2.16,6.88,311.06,-7.12,-28.19,223.45,28.42,986.7,time,
1702453636.48561,1,0.0,0.0,0.0,0.0,0,16.39,0,5.0,-53.88,-7.75,5.0,-53.88,-7.75,2.44,-8.56,-9.88,27.0,-9.19,-11.69,-41.0,-8.06,0.44,5.7,5.0,-53.88,-7.75,223.54,28.43,986.69,time,
1702453636.7573197,0,0.0,0.0,0.0,0.0,0,16.39,0,0.56,-39.06,67.56,0.56,-39.06,67.56,-3.12,-3.06,1.5,27.0,-30.06,5.06,-61.06,-6.33,-7.23,2.96,0.56,-39.06,67.56,223.43,28.41,986.7,time,
1702453639.1518488,1,0.0,0.0,0.0,0.0,0,16.39,0,0.94,-38.25,67.69,0.94,-38.25,67.69,0.56,-1.94,-2.31,27.0,-19.56,2.88,-38.0,-6.22,-7.35,3.18,0.94,-38.25,67.69,223.45,28.44,986.7,time,
1702453639.4222271,1,0.0,0.0,0.0,0.0,0,16.39,0,8.12,-39.31,82.44,8.12,-39.31,82.44,3.44,20.69,6.44,27.0,-11.06,4.25,-33.06,-6.78,-7.96,1.09,8.12,-39.31,82.44,223.56,28.45,986.69,time,
1702453639.690204,2,0.0,0.0,0.0,0.0,0,16.39,0,9.31,-42.19,85.06,9.31,-42.19,85.06,11.0,8.62,-0.31,27.0,-4.69,3.56,-33.38,-6.52,-7.12,0.8,9.31,-42.19,85.06,223.46,28.47,986.7,time,
1702453639.9649837,3,0.0,0.0,0.0,0.0,0,16.39,0,12.12,-41.0,83.06,12.12,-41.0,83.06,0.62,1.12,4.12,27.0,-4.69,2.75,-36.25,-6.77,-7.58,0.69,12.12,-41.0,83.06,223.55,28.48,986.69,time,
1702453642.3609946,4,0.0,0.0,0.0,0.0,0,16.39,0,8.81,-42.44,84.44,8.81,-42.44,84.44,-7.56,-27.56,7.44,27.0,-3.69,2.25,-36.25,-6.11,-6.87,0.91,8.81,-42.44,84.44,223.44,28.48,986.7,time,
1702453644.8163252,1,0.0,0.0,0.0,0.0,0,16.39,0,355.69,-49.38,68.38,355.69,-49.38,68.38,5.12,-15.62,11.25,27.0,-8.88,-2.75,-37.75,-7.31,-6.02,2.42,355.69,-49.38,68.38,223.35,28.46,986.71,time,
1702453646.9375484,1,0.0,0.0,0.0,0.0,0,16.39,0,359.62,-48.56,61.44,359.62,-48.56,61.44,-0.81,-1.88,1.81,27.0,-17.56,-8.5,-65.5,-7.62,-5.85,3.25,359.62,-48.56,61.44,223.35,28.47,986.71,time,
1702453647.2185826,0,0.0,0.0,0.0,0.0,0,16.37,0,359.31,-47.75,61.31,359.31,-47.75,61.31,-1.81,-4.56,1.5,27.0,-20.56,-6.25,-66.75,-7.42,-5.99,3.38,359.31,-47.75,61.31,223.8,28.44,986.66,time,
1702453649.8737917,1,0.0,0.0,0.0,0.0,0,16.39,0,359.19,-46.81,60.0,359.19,-46.81,60.0,0.94,-4.88,1.31,27.0,-13.0,-2.69,-39.88,-7.28,-5.87,3.64,359.19,-46.81,60.0,223.51,28.48,986.69,time,
1702453651.996302,2,0.0,0.0,0.0,0.0,0,16.39,0,7.25,-36.5,50.56,7.25,-36.5,50.56,-2.5,-12.0,8.69,27.0,-14.06,-14.38,-42.25,-5.99,-6.04,5.16,7.25,-36.5,50.56,223.39,28.51,986.7,time,
1702453654.6650903,0,0.0,0.0,0.0,0.0,0,16.37,0,0.56,-31.75,47.62,0.56,-31.75,47.62,-4.06,-10.06,-2.19,27.0,-30.75,-26.5,-72.25,-5.51,-6.26,5.88,0.56,-31.75,47.62,223.43,28.46,986.7,time,
1702453654.9476757,2,0.0,0.0,0.0,0.0,0,16.39,0,345.0,-32.25,63.38,345.0,-32.25,63.38,9.12,-9.75,5.44,27.0,-26.19,5.19,-33.88,-5.43,-8.1,4.18,345.0,-32.25,63.38,223.43,28.52,986.7,time,
1702453657.064016,3,0.0,0.0,0.0,0.0,0,16.39,0,345.94,-30.25,64.0,345.94,-30.25,64.0,8.44,-9.62,-28.38,27.0,-27.19,6.5,-35.06,-4.72,-7.04,3.32,345.94,-30.25,64.0,223.8,28.53,986.66,time,
1702453659.1764505,0,0.0,0.0,0.0,0.0,0,16.39,0,359.81,0.62,-1.5,359.81,0.62,-1.5,-1.31,-16.44,-14.69,27.0,-59.5,4.0,-59.56,-2.54,-8.32,4.48,359.81,0.62,-1.5,223.39,28.48,986.71,time,
1702453661.576946,0,0.0,0.0,0.0,0.0,0,16.39,0,1.0,-1.69,0.81,1.0,-1.69,0.81,-10.44,18.31,-2.25,27.0,-54.75,6.88,-59.56,-3.04,-9.39,2.28,1.0,-1.69,0.81,223.57,28.48,986.68,time,
1702453663.9630666,1,0.0,0.0,0.0,0.0,0,16.39,0,12.06,-0.25,86.38,12.06,-0.25,86.38,0.69,19.38,1.56,27.0,-45.25,4.75,-27.75,1.08,-9.61,-0.36,12.06,-0.25,86.38,223.49,28.53,986.69,time,
1702453666.0880592,1,0.0,0.0,0.0,0.0,0,16.39,0,357.44,0.19,76.06,357.44,0.19,76.06,-1.69,-7.75,1.12,27.0,-44.88,0.5,-32.75,-0.15,-9.82,2.07,357.44,0.19,76.06,223.44,28.53,986.7,time,
1702453666.3740575,0,0.0,0.0,0.0,0.0,0,16.39,0,0.06,-9.94,88.62,0.06,-9.94,88.62,-4.25,1.0,-2.12,27.0,-61.0,16.88,-46.06,-1.83,-10.06,0.0,0.06,-9.94,88.62,223.55,28.5,986.69,time,
1702453668.752698,1,0.0,0.0,0.0,0.0,0,16.39,0,359.62,-11.38,90.38,359.62,-11.38,90.38,-0.56,0.56,0.75,27.0,-35.5,10.38,-27.56,-2.15,-9.95,-0.3,359.62,-11.38,90.38,223.68,28.53,986.67,time,
1702453670.8911326,1,0.0,0.0,0.0,0.0,0,16.39,0,1.5,-17.38,90.0,1.5,-17.38,90.0,-0.75,3.19,-3.19,27.0,-33.19,11.25,-27.56,-2.92,-9.65,-0.04,1.5,-17.38,90.0,223.73,28.54,986.66,time,
1702453673.3687196,0,0.0,0.0,0.0,0.0,0,16.39,0,359.56,-18.69,87.5,359.56,-18.69,87.5,-2.56,2.44,2.75,27.0,-53.25,18.0,-48.5,-3.16,-9.54,0.44,359.56,-18.69,87.5,223.29,28.52,986.72,time,
1702453673.6397195,1,0.0,0.0,0.0,0.0,0,16.39,0,359.0,-16.19,87.56,359.0,-16.19,87.56,1.69,-3.19,0.31,27.0,-35.06,10.56,-28.88,-2.62,-9.76,0.67,359.0,-16.19,87.56,223.62,28.56,986.68,time,
1702453676.085498,2,0.0,0.0,0.0,0.0,0,16.39,0,359.12,-15.88,87.44,359.12,-15.88,87.44,-1.25,0.19,-1.81,27.0,-34.5,9.69,-28.06,-2.67,-9.78,0.53,359.12,-15.88,87.44,223.81,28.58,986.65,time,
1702453678.2003596,1,0.0,0.0,0.0,0.0,0,16.39,0,3.69,-23.38,87.5,3.69,-23.38,87.5,4.5,-8.31,-4.06,27.0,-30.69,10.38,-29.75,-3.44,-9.61,0.95,3.69,-23.38,87.5,223.75,28.57,986.66,time,
1702453680.607279,0,0.0,0.0,0.0,0.0,0,16.39,0,0.25,0.56,-1.19,0.25,0.56,-1.19,9.69,-2.5,0.56,27.0,-56.88,15.06,-50.06,-3.26,-9.6,1.63,0.25,0.56,-1.19,223.67,28.55,986.67,time,
1702453683.012933,1,0.0,0.0,0.0,0.0,0,16.39,0,325.81,-39.25,79.0,325.81,-39.25,79.0,-10.12,-9.88,40.0,27.0,-19.06,13.38,-26.69,-6.99,-7.12,1.53,325.81,-39.25,79.0,223.85,28.58,986.65,time,
1702453683.2848916,1,0.0,0.0,0.0,0.0,0,16.39,0,351.75,-18.25,81.19,351.75,-18.25,81.19,-3.0,-3.5,-0.88,27.0,-37.38,10.19,-24.06,-3.01,-9.45,1.79,351.75,-18.25,81.19,223.64,28.59,986.68,time,
1702453685.6649036,2,0.0,0.0,0.0,0.0,0,16.39,0,358.19,-14.44,80.38,358.19,-14.44,80.38,18.38,18.38,-66.19,27.0,-37.38,9.5,-25.19,-2.55,-9.22,1.54,358.19,-14.44,80.38,223.6,28.61,986.68,time,
1702453687.7930112,1,0.0,0.0,0.0,0.0,0,16.39,0,10.0,63.38,-91.62,10.0,63.38,-91.62,-9.31,4.06,-2.5,27.0,-33.0,-59.69,-16.38,8.21,4.31,0.11,10.0,63.38,-91.62,223.8,28.6,986.66,time,
1702453690.2081013,0,0.0,0.0,0.0,0.0,0,16.39,0,359.94,-0.44,0.19,359.94,-0.44,0.19,-1.88,-4.31,-0.88,27.0,-43.69,-97.75,-32.56,7.32,5.52,0.38,359.94,-0.44,0.19,223.49,28.58,986.69,time,
1702453690.477125,1,0.0,0.0,0.0,0.0,0,16.39,0,357.5,61.44,-81.75,357.5,61.44,-81.75,-3.88,4.19,13.0,27.0,-30.25,-58.56,-20.06,8.34,4.46,0.76,357.5,61.44,-81.75,223.85,28.62,986.65,time,
1702453690.7585244,2,0.0,0.0,0.0,0.0,0,16.39,0,352.19,65.94,-76.12,352.19,65.94,-76.12,-0.75,1.62,0.44,27.0,-33.38,-56.19,-20.06,8.64,3.59,0.9,352.19,65.94,-76.12,223.79,28.65,986.66,time,
1702453691.031561,3,0.0,0.0,0.0,0.0,0,16.39,0,354.25,64.06,-76.69,354.25,64.06,-76.69,-3.81,4.31,-9.75,27.0,-31.06,-57.0,-22.56,8.45,3.84,1.04,354.25,64.06,-76.69,223.62,28.66,986.68,time,
1702453693.4986436,4,0.0,0.0,0.0,0.0,0,16.39,1,354.75,63.25,-73.06,354.75,63.25,-73.06,-3.0,0.56,7.19,27.0,-28.69,-57.25,-21.38,8.53,4.27,1.42,354.75,63.25,-73.06,223.66,28.66,986.67,time,
1702453695.5893595,1,0.0,0.0,0.0,0.0,0,16.39,0,359.94,14.56,58.0,359.94,14.56,58.0,-2.75,1.81,-0.31,27.0,-47.38,-14.06,-37.5,2.38,-8.17,4.92,359.94,14.56,58.0,223.51,28.64,986.69,time,
1702453695.8562331,0,0.0,0.0,0.0,0.0,0,16.39,0,0.44,3.06,73.69,0.44,3.06,73.69,2.12,3.25,-3.25,27.0,-71.56,-2.56,-56.06,0.67,-9.59,2.69,0.44,3.06,73.69,223.49,28.62,986.69,time,
1702453698.3199573,1,0.0,0.0,0.0,0.0,0,16.39,0,2.5,3.56,73.88,2.5,3.56,73.88,-4.81,8.88,-8.88,27.0,-41.75,-3.06,-34.19,0.86,-9.73,2.59,2.5,3.56,73.88,223.67,28.65,986.67,time,
1702453700.437776,1,0.0,0.0,0.0,0.0,0,16.39,0,3.5,19.0,68.44,3.5,19.0,68.44,7.88,-4.06,-43.88,27.0,-48.5,-14.19,-35.56,3.01,-8.68,3.78,3.5,19.0,68.44,223.73,28.66,986.67,time,
1702453700.7320457,0,0.0,0.0,0.0,0.0,0,16.39,0,358.0,0.88,0.88,358.0,0.88,0.88,5.38,4.25,37.56,27.0,-68.69,-82.75,-45.38,8.42,-0.12,2.96,358.0,0.88,0.88,223.78,28.64,986.66,time,
1702453703.369052,1,0.0,0.0,0.0,0.0,0,16.39,0,337.56,52.94,45.0,337.56,52.94,45.0,-48.06,41.62,115.62,27.0,-49.38,-38.06,-32.88,8.38,-3.77,2.81,337.56,52.94,45.0,223.79,28.67,986.66,time,
1702453703.6350532,2,0.0,0.0,0.0,0.0,0,16.39,0,3.38,18.0,79.88,3.38,18.0,79.88,-7.06,13.81,0.19,27.0,-49.19,-6.88,-30.38,2.94,-9.67,1.22,3.38,18.0,79.88,223.81,28.71,986.66,time,
1702453703.9015174,3,0.0,0.0,0.0,0.0,0,16.39,0,0.69,18.0,80.0,0.69,18.0,80.0,8.12,-2.25,-0.75,27.0,-50.06,-5.5,-30.06,3.59,-9.46,1.62,0.69,18.0,80.0,223.92,28.72,986.64,time,
1702453706.3507636,4,0.0,0.0,0.0,0.0,0,16.39,0,2.88,20.19,80.81,2.88,20.19,80.81,3.81,-1.62,-11.69,27.0,-50.56,-5.69,-29.75,3.5,-9.11,1.48,2.88,20.19,80.81,224.07,28.72,986.62,time,
1702453708.4838843,1,0.0,0.0,0.0,0.0,0,16.39,0,348.19,2.94,8.38,348.19,2.94,8.38,-4.38,-12.5,22.94,27.0,-47.19,4.19,-24.19,0.42,-9.9,-0.09,348.19,2.94,8.38,223.94,28.69,986.64,time,
1702453708.7766852,0,0.0,0.0,0.0,0.0,0,16.39,0,358.69,0.81,-0.56,358.69,0.81,-0.56,6.88,-11.12,20.88,27.0,-78.56,7.25,-34.25,1.17,-9.9,-0.7,358.69,0.81,-0.56,223.61,28.68,986.68,time,
1702453709.047311,1,0.0,0.0,0.0,0.0,0,16.39,0,332.44,-14.06,97.31,332.44,-14.06,97.31,7.25,-12.31,72.88,27.0,-37.19,14.25,-15.75,-2.83,-9.14,-1.21,332.44,-14.06,97.31,223.82,28.71,986.65,time,
1702453711.5293715,2,0.0,0.0,0.0,0.0,0,16.39,0,308.81,-32.19,91.19,308.81,-32.19,91.19,16.38,-30.56,48.44,27.0,-19.56,34.38,-12.5,-5.33,-8.35,-0.37,308.81,-32.19,91.19,223.98,28.73,986.63,time,
1702453711.7893558,1,0.0,0.0,0.0,0.0,0,16.39,0,358.12,-51.5,49.62,358.12,-51.5,49.62,-8.31,-16.62,-24.5,27.0,-10.56,15.56,-17.88,-8.03,-5.16,4.25,358.12,-51.5,49.62,224.23,28.72,986.61,time,
1702453714.2292104,2,0.0,0.0,0.0,0.0,0,16.39,0,4.19,-48.38,47.25,4.19,-48.38,47.25,39.56,-2.88,-12.12,27.0,-12.25,15.88,-21.19,-7.72,-5.18,4.82,4.19,-48.38,47.25,224.23,28.74,986.61,time,
1702453716.6755102,1,0.0,0.0,0.0,0.0,0,16.39,0,2.69,-56.0,42.56,2.69,-56.0,42.56,-2.75,-5.88,-7.88,27.0,-9.75,13.75,-21.75,-8.06,-3.69,4.4,2.69,-56.0,42.56,224.11,28.74,986.62,time,
1702453718.8004966,1,0.0,0.0,0.0,0.0,0,16.39,0,3.94,-51.62,55.5,3.94,-51.62,55.5,2.75,-9.19,3.75,27.0,-11.69,15.19,-21.25,-8.22,-5.28,3.82,3.94,-51.62,55.5,224.24,28.75,986.6,time,
1702453719.0855126,0,0.0,0.0,0.0,0.0,0,16.39,0,359.62,0.0,0.56,359.62,0.0,0.56,-3.81,2.31,3.25,27.0,-23.06,25.25,-33.38,-7.58,-5.6,2.72,359.62,0.0,0.56,224.24,28.73,986.6,time,
1702453721.1964617,1,0.0,0.0,0.0,0.0,0,16.39,0,357.06,-51.0,64.81,357.06,-51.0,64.81,-2.44,0.0,-0.94,27.0,-13.0,15.5,-18.69,-7.86,-5.67,2.74,357.06,-51.0,64.81,224.2,28.76,986.61,time,
1702453721.4683323,0,0.0,0.0,0.0,0.0,0,16.39,0,7.88,-7.75,-7.0,7.88,-7.75,-7.0,48.12,55.44,-32.62,27.0,-63.56,-79.75,-53.38,5.43,-1.01,10.85,7.88,-7.75,-7.0,223.83,28.74,986.65,time,
1702453723.5744717,1,0.0,0.0,0.0,0.0,0,16.37,0,14.0,-14.62,-8.06,14.0,-14.62,-8.06,4.88,9.62,-21.38,27.0,-27.5,-54.5,-29.75,3.5,0.64,8.52,14.0,-14.62,-8.06,223.81,28.77,986.65,time,
1702453723.8458066,0,0.0,0.0,0.0,0.0,0,16.39,0,5.0,-2.12,2.31,5.0,-2.12,2.31,-15.0,20.81,-34.25,27.0,-77.88,-77.25,-35.75,9.21,-0.1,1.19,5.0,-2.12,2.31,223.91,28.76,986.64,time,
1702453726.300245,1,0.0,0.0,0.0,0.0,0,16.39,0,10.44,-4.12,5.0,10.44,-4.12,5.0,-32.88,-1.94,1.56,27.0,-43.38,-50.5,-23.0,9.0,0.49,1.99,10.44,-4.12,5.0,224.09,28.79,986.62,time,
1702453728.4234846,1,0.0,0.0,0.0,0.0,0,16.39,0,353.0,72.38,73.06,353.0,72.38,73.06,2.38,-3.62,4.0,27.0,-51.88,-40.69,-24.0,9.08,-2.71,0.56,353.0,72.38,73.06,224.06,28.8,986.63,time,
1702453728.6883905,0,0.0,0.0,0.0,0.0,0,16.39,0,359.75,0.56,-0.69,359.75,0.56,-0.69,-29.88,-4.12,-8.31,27.0,-86.38,-55.88,-47.0,9.19,-3.66,-0.29,359.75,0.56,-0.69,224.22,28.78,986.61,time,
1702453731.3279245,1,0.0,0.0,0.0,0.0,0,16.39,0,359.62,1.81,0.56,359.62,1.81,0.56,7.56,-2.25,10.31,27.0,-53.19,-32.69,-27.06,9.47,-2.95,-0.1,359.62,1.81,0.56,224.1,28.81,986.62,time,
1702453731.597894,2,0.0,0.0,0.0,0.0,0,16.39,0,4.19,-7.44,2.06,4.19,-7.44,2.06,6.19,-5.56,1.12,28.0,-46.06,-38.75,-32.5,9.19,-1.38,1.18,4.19,-7.44,2.06,223.94,28.84,986.64,time,
1702453734.000832,3,0.0,0.0,0.0,0.0,0,16.39,0,5.44,-8.19,3.31,5.44,-8.19,3.31,-40.06,1.94,-18.44,28.0,-47.0,-37.88,-32.0,10.32,-2.2,1.37,5.44,-8.19,3.31,224.09,28.85,986.62,time,
1702453736.1158848,1,0.0,0.0,0.0,0.0,0,16.39,0,356.44,78.12,31.56,356.44,78.12,31.56,3.38,1.06,4.12,27.0,-44.19,-38.38,-34.19,9.29,-0.61,1.64,356.44,78.12,31.56,224.01,28.84,986.63,time,
1702453736.4058893,0,0.0,0.0,0.0,0.0,0,16.39,0,0.56,-2.06,1.25,0.56,-2.06,1.25,-0.44,27.44,-10.81,27.0,-57.25,-45.25,-70.88,9.19,0.17,3.61,0.56,-2.06,1.25,224.07,28.82,986.63,time,
1702453738.5174296,1,0.0,0.0,0.0,0.0,0,16.39,0,323.62,15.88,2.0,323.62,15.88,2.0,-18.06,-137.62,285.75,27.0,-45.75,-19.19,-38.69,8.96,-3.26,1.16,323.62,15.88,2.0,224.02,28.85,986.63,time,
1702453738.79733,0,0.0,0.0,0.0,0.0,0,16.39,0,5.38,4.5,13.94,5.38,4.5,13.94,-115.06,-48.69,-60.62,27.0,-35.25,-40.88,-72.88,-1.05,-7.29,5.63,5.38,4.5,13.94,223.9,28.83,986.64,time,
1702453741.1908112,1,0.0,0.0,0.0,0.0,0,16.39,0,16.06,16.88,17.5,16.06,16.88,17.5,51.5,-29.25,-97.69,27.0,-30.0,-15.06,-43.56,-0.53,-7.76,5.08,16.06,16.88,17.5,224.14,28.86,986.62,time,
1702453743.5750473,1,0.0,0.0,0.0,0.0,0,16.39,0,351.88,-4.88,4.88,351.88,-4.88,4.88,-4.19,-10.88,-10.06,28.0,-27.88,-48.75,-33.69,4.81,-0.6,8.59,351.88,-4.88,4.88,223.92,28.88,986.64,time,
1702453745.686314,1,0.0,0.0,0.0,0.0,0,16.39,0,356.31,-4.81,0.19,356.31,-4.81,0.19,1.94,9.31,12.62,27.0,-32.06,-47.5,-35.0,3.9,-1.93,8.42,356.31,-4.81,0.19,223.95,28.88,986.64,time,
1702453748.0747752,0,0.0,0.0,0.0,0.0,0,16.39,0,2.44,2.56,0.31,2.44,2.56,0.31,-4.19,3.94,-3.81,27.0,-55.06,-71.38,-61.75,3.21,-2.58,8.19,2.44,2.56,0.31,224.21,28.86,986.61,time,
1702453750.511201,1,0.0,0.0,0.0,0.0,0,16.39,0,11.81,-7.62,9.06,11.81,-7.62,9.06,-17.88,8.75,-47.62,28.0,-15.25,-47.69,-35.75,3.09,0.09,8.7,11.81,-7.62,9.06,223.94,28.91,986.64,time,
1702453750.7861774,1,0.0,0.0,0.0,0.0,0,16.39,0,359.75,3.25,2.19,359.75,3.25,2.19,1.81,-22.81,-16.12,27.0,-29.38,-67.69,-64.88,1.91,-2.22,8.6,359.75,3.25,2.19,224.0,28.92,986.63,time,
1702453753.1750388,2,0.0,0.0,0.0,0.0,0,16.39,0,0.19,8.94,-5.25,0.19,8.94,-5.25,18.56,-10.0,-6.75,27.0,-21.5,-44.38,-38.69,2.68,-1.55,8.76,0.19,8.94,-5.25,223.93,28.94,986.64,time,
1702453755.289977,1,0.0,0.0,0.0,0.0,0,16.39,0,359.81,17.06,8.81,359.81,17.06,8.81,12.0,-6.5,3.81,28.0,-19.69,-44.69,-37.38,2.64,-0.94,8.22,359.81,17.06,8.81,223.86,28.94,986.65,time,
1702453755.5646262,0,0.0,0.0,0.0,0.0,0,16.39,0,359.62,0.69,1.44,359.62,0.69,1.44,-5.69,-5.31,-3.19,28.0,-36.75,-72.06,-63.0,3.54,-1.69,8.61,359.62,0.69,1.44,224.15,28.91,986.62,time,
1702453757.940447,1,0.0,0.0,0.0,0.0,0,16.39,0,2.88,22.44,11.19,2.88,22.44,11.19,-4.69,-12.06,-15.0,28.0,-23.88,-44.5,-38.38,3.99,-1.85,9.06,2.88,22.44,11.19,223.94,28.95,986.64,time,
1702453758.2291656,1,0.0,0.0,0.0,0.0,0,16.39,0,6.06,35.38,1.88,6.06,35.38,1.88,0.44,-59.19,31.19,28.0,-43.69,-38.38,-35.56,6.65,-3.42,5.16,6.06,35.38,1.88,223.88,28.96,986.65,time,
1702453758.5022285,2,0.0,0.0,0.0,0.0,0,16.39,0,348.69,41.75,25.12,348.69,41.75,25.12,-33.19,6.44,136.06,28.0,-53.69,-27.5,-29.88,7.13,-6.77,2.74,348.69,41.75,25.12,223.94,28.99,986.64,time,
1702453758.7651925,3,0.0,0.0,0.0,0.0,0,16.39,0,308.44,23.62,54.62,308.44,23.62,54.62,-43.75,-42.0,151.56,28.0,-54.5,14.25,-24.06,1.11,-8.75,2.33,308.44,23.62,54.62,223.86,29.0,986.65,time,
1702453759.0531929,4,0.0,0.0,0.0,0.0,0,16.39,0,281.19,6.25,68.31,281.19,6.25,68.31,0.19,-9.44,40.5,28.0,-37.88,49.19,-8.06,-2.56,-9.84,0.54,281.19,6.25,68.31,223.92,29.0,986.64,time,
1702453759.329646,5,0.0,0.0,0.0,0.0,0,16.39,1,270.88,-11.44,82.75,270.88,-11.44,82.75,32.44,17.31,-33.62,28.0,-34.25,51.0,-11.38,-2.61,-9.77,1.29,270.88,-11.44,82.75,223.87,29.01,986.65,time,
1702453759.5986452,6,0.0,0.0,0.0,0.0,0,16.39,0,283.88,-3.88,77.5,283.88,-3.88,77.5,-13.75,22.06,-14.94,28.0,-40.25,41.25,-21.25,-0.46,-9.64,2.45,283.88,-3.88,77.5,223.86,29.01,986.65,time,
1702453759.864457,7,0.0,0.0,0.0,0.0,0,16.39,0,283.56,-4.69,85.0,283.56,-4.69,85.0,-12.19,-2.44,0.5,28.0,-39.0,43.25,-19.38,-1.23,-9.88,0.41,283.56,-4.69,85.0,223.74,29.01,986.66,time,
1702453760.144456,8,0.0,0.0,0.0,0.0,0,16.39,0,286.0,-2.75,84.38,286.0,-2.75,84.38,6.0,6.31,-9.38,28.0,-41.06,43.38,-21.0,-0.63,-9.97,1.05,286.0,-2.75,84.38,223.88,29.02,986.65,time,
1702453760.4149294,9,0.0,0.0,0.0,0.0,0,16.39,1,286.69,-2.12,84.06,286.69,-2.12,84.06,-3.56,1.44,-3.5,28.0,-40.38,42.69,-20.19,-0.74,-10.23,1.26,286.69,-2.12,84.06,223.92,29.02,986.64,time,
1702453760.6930995,10,0.0,0.0,0.0,0.0,0,16.39,0,302.12,7.0,88.69,302.12,7.0,88.69,-26.06,42.56,-94.69,28.0,-43.69,39.75,-20.5,1.04,-9.83,-0.04,302.12,7.0,88.69,224.04,29.02,986.63,time,
1702453760.977621,11,0.0,0.0,0.0,0.0,0,16.39,0,322.44,23.69,90.81,322.44,23.69,90.81,-8.06,-8.06,-32.75,28.0,-52.75,26.75,-23.69,3.77,-9.37,0.13,322.44,23.69,90.81,223.79,29.02,986.66,time,
1702453761.247687,12,0.0,0.0,0.0,0.0,0,16.39,0,335.62,37.44,90.31,335.62,37.44,90.31,0.94,17.0,-97.12,28.0,-58.69,15.5,-23.5,6.01,-8.72,-1.17,335.62,37.44,90.31,223.87,29.03,986.65,time,
1702453761.516631,13,0.0,0.0,0.0,0.0,0,16.39,0,354.56,56.06,90.69,354.56,56.06,90.69,12.44,-9.88,-46.06,28.0,-60.0,-1.25,-26.06,7.93,-5.23,0.84,354.56,56.06,90.69,223.78,29.03,986.66,time,
1702453761.7956314,14,0.0,0.0,0.0,0.0,0,16.39,0,332.5,41.38,94.94,332.5,41.38,94.94,26.12,-37.94,60.88,28.0,-62.0,6.56,-18.0,5.29,-7.61,-0.87,332.5,41.38,94.94,223.71,29.03,986.67,time,
1702453762.0690746,15,0.0,0.0,0.0,0.0,0,16.39,0,309.81,25.56,97.56,309.81,25.56,97.56,-10.56,-1.75,72.75,28.0,-62.06,19.25,-11.56,3.77,-8.84,-1.21,309.81,25.56,97.56,223.74,29.03,986.66,time,
1702453762.3442817,16,0.0,0.0,0.0,0.0,0,16.39,1,306.38,19.81,97.06,306.38,19.81,97.06,-3.25,22.19,-22.94,28.0,-55.88,30.75,-13.19,2.9,-9.12,-1.03,306.38,19.81,97.06,224.06,29.03,986.63,time,
1702453762.61928,17,0.0,0.0,0.0,0.0,0,16.39,0,314.06,25.06,94.38,314.06,25.06,94.38,-0.94,-11.75,-1.62,28.0,-58.38,25.25,-16.38,4.24,-8.62,-0.04,314.06,25.06,94.38,223.98,29.04,986.64,time,
1702453762.8933058,18,0.0,0.0,0.0,0.0,0,16.39,0,325.56,35.75,95.31,325.56,35.75,95.31,-31.88,36.25,-80.81,28.0,-61.0,17.19,-17.5,8.35,-7.12,0.25,325.56,35.75,95.31,223.92,29.04,986.64,time,
1702453763.1513,19,0.0,0.0,0.0,0.0,0,16.39,0,353.44,55.25,96.25,353.44,55.25,96.25,-9.0,-0.94,-60.38,28.0,-62.38,0.25,-22.38,7.55,-6.19,-0.68,353.44,55.25,96.25,223.77,29.04,986.66,time,
